Hand,Skat,BestGame,ProbNull,SafeSuits,VoidSuits,TotalGaps,Blank8s,Gaps_C,Gaps_S,Gaps_H,Gaps_D
 [CA C9 C8 S7 HK HJ H8 H7 DT D7]    ,[CJ SK],Null,0.3,2,0,3,0,2,0,0,1
 [CK CT C9 SK ST S9 S8 HQ H9 D7]    ,[CJ DK],Null,0.1,1,0,6,0,3,1,2,0
 [C8 S9 S8 HK HJ HT H8 H7 D9 D8]    ,[CK SQ],Null,0.45,1,0,3,1,1,1,0,1
 [C7 SK SQ ST S9 S7 HA H9 H8 D8]    ,[CQ HJ],Null,0.4,2,0,3,1,0,0,2,1
 [CQ CJ SK S9 S7 HJ HT DQ DJ D8]    ,[C8 HK],Null,0.05,0,0,8,0,2,1,2,3
 [C8 C7 S9 S7 HA H9 H8 H7 D8 D7]    ,[SK DQ],Null,1.0,3,0,1,0,0,0,1,0
 [C9 C7 ST S8 S7 HJ H9 DK DT D8]    ,[SQ HQ],Null,0.1,2,0,5,0,0,0,2,3
 [CJ CT C7 SQ ST S7 H8 DK D8 D7]    ,[SK HA],Null,0.1,0,0,5,1,1,2,1,1
 [CJ C9 C8 SK S7 HK HQ H9 H8 H7]    ,[DA D9],Null,0.15,2,1,2,0,1,1,0,0
 [C8 C7 S8 S7 HA HJ H9 H7 DA DQ]    ,[S9 DK],Null,0.05,2,0,3,0,0,0,1,2
 [C9 SJ S8 S7 HK HQ H9 H7 D8 D7]    ,[CA CT],Null,0.4,2,0,2,0,1,0,1,0
 [CA C9 SQ ST S8 HQ HT H9 H7 D7]    ,[HJ DK],Null,0.05,2,0,5,0,2,3,0,0
 [CQ CT C7 SK SQ SJ S9 S8 S7 H8]    ,[DQ DJ],Null,0.4,2,1,3,1,2,0,1,0
 [CA CK C8 C7 SQ S9 S7 HJ H8 D9]    ,[DQ DJ],Null,0.15,0,0,6,0,2,1,2,1
 [C8 HQ HJ HT H9 H8 DK DT D8 D7]    ,[ST DA],Null,0.5,2,1,2,1,1,0,1,0
 [CK CQ CJ CT C7 SK ST S9 S7 H8]    ,[HQ D9],Null,0.55,2,1,2,1,1,0,1,0
 [C7 S8 S7 HK HT H9 H8 DQ D9 D8]    ,[CQ HJ],Null,0.1,2,0,3,0,0,0,1,2
 [C7 S9 S8 HK HQ HJ H7 DK D8 D7]    ,[SK SJ],Null,0.05,1,0,4,0,0,1,2,1
 [C9 C8 C7 SQ SJ S9 S8 HQ H9 DT]    ,[DK DJ],Null,0.05,1,0,4,0,0,1,2,1
 [CA CT C9 C7 SJ ST HT H8 DJ D9]    ,[HK DT],Null,0.1,0,0,7,0,1,2,2,2
 [CQ C9 C8 C7 S8 HA HQ H9 H7 D9]    ,[DA DJ],Null,0.3,1,0,4,1,0,1,2,1
 [CQ C9 C8 SQ S8 HA HQ HJ HT H7]    ,[DA DQ],Null,0.05,1,1,5,0,2,2,1,0
 [CQ CT C8 C7 HA HT H9 H8 DT D7]    ,[S9 DJ],Null,0.15,2,1,3,0,0,0,2,1
 [CK S7 HK H9 H8 DA DQ D9 D8 D7]    ,[CJ SK],Null,0.05,2,0,3,0,1,0,2,0
 [C9 C8 S9 HA HK H9 H7 DK D9 D8]    ,[S8 DT],Null,0.3,0,0,6,0,1,1,2,2
 [CQ C8 C7 SK ST S9 S7 H8 DJ D9]    ,[HK H9],Null,0.25,1,0,4,1,1,0,1,2
 [CQ CT C9 SA SQ ST S9 S8 S7 H9]    ,[HK DK],Null,0.05,2,1,4,0,3,0,1,0
 [C8 C7 SA SQ SJ S8 S7 DQ D9 D8]    ,[CQ DT],Null,0.4,3,1,1,0,0,0,0,1
 [C8 SQ SJ ST S9 S8 HQ H8 H7 D7]    ,[SK HA],Null,0.6,1,0,3,1,1,1,1,0
 [CK CQ CT C8 C7 S9 H9 DT D9 D7]    ,[ST HJ],Null,0.3,2,0,2,0,0,1,1,0
 [C8 ST S8 S7 DA DK DJ DT D9 D7]    ,[HA H9],Null,1.0,3,1,1,1,1,0,0,0
 [CK C8 C7 HT DK DQ DJ DT D8 D7]    ,[SK SQ],Null,0.2,2,1,2,0,1,0,1,0
 [C9 C8 C7 S8 DA DQ DJ D9 D8 D7]    ,[SJ HA],Null,0.95,3,1,1,1,0,1,0,0
 [CK CJ C9 C7 SK SJ S9 S7 HT H8]    ,[DT D9],Null,0.6,3,1,2,0,0,0,2,0
 [CA CK CQ C9 C7 HQ H9 H7 DQ D7]    ,[SA ST],Null,0.05,1,1,3,0,1,0,1,1
 [CJ CT C9 C8 S9 S8 DJ DT D9 D8]    ,[HT H9],Null,0.25,1,1,3,0,1,1,0,1
 [C8 C7 SA SK SQ SJ ST S7 HT H9]    ,[CK DA],Null,0.2,2,1,3,0,0,1,2,0
 [SJ S9 HK HQ HT H9 H8 DK D9 D8]    ,[C8 SQ],Null,0.05,1,1,5,0,0,2,1,2
 [C9 C8 SA SK SQ SJ ST S7 H9 H8]    ,[CQ DT],Null,0.5,1,1,3,0,1,1,1,0
 [C8 ST S7 HA HK HQ H8 DK DT D7]    ,[SA DQ],Null,0.05,0,0,8,1,1,1,4,2
 [ST S8 S7 HA HQ H9 DK DQ D8 D7]    ,[CA S9],Null,0.05,2,1,4,0,0,0,3,1
 [CQ CT C7 S8 HJ HT H9 H8 DQ D9]    ,[C8 SK],Null,0.05,1,0,4,1,0,1,1,2
 [SA SK ST S9 S7 H8 DK DT D9 D8]    ,[C9 HK],Null,0.35,2,1,2,1,0,0,1,1
 [CA CJ C8 C7 SK ST S9 S7 H8 D7]    ,[DQ DJ],Null,0.95,2,0,2,1,1,0,1,0
 [C8 ST S9 HA HK HQ H9 H7 DJ D8]    ,[CK DA],Null,0.15,0,0,6,1,1,2,1,2
 [CK C8 SK SQ S9 S8 HA HJ H9 H8]    ,[C9 DJ],Null,0.05,1,1,6,0,2,2,2,0
 [CK C9 C7 S7 HA HJ HT H8 H7 D9]    ,[CA DQ],Null,0.4,2,0,2,0,1,0,0,1
 [CK C8 C7 SA SK S9 S8 S7 DT D7]    ,[CA DK],Null,0.4,2,1,2,0,1,0,0,1
 [C8 SQ HT H8 DA DQ DT D9 D8 D7]    ,[SJ ST],Null,0.15,1,0,4,1,1,1,2,0
 [SQ SJ S9 S8 S7 HJ HT H9 H7 D7]    ,[CK CJ],Null,1.0,4,1,0,0,0,0,0,0
 [C8 C7 ST S9 HQ HJ HT H8 H7 D8]    ,[DK DQ],Null,0.45,2,0,3,1,0,2,0,1
 [SK SQ ST S9 S7 HA HT H8 H7 D8]    ,[C8 DQ],Null,1.0,2,1,2,1,0,0,1,1
 [CA C9 C8 C7 HA HJ H9 H7 D9 D8]    ,[SQ S9],Null,0.55,1,1,3,0,1,0,1,1
 [CT C7 S9 S8 HK HT H9 DJ DT D9]    ,[CK SQ],Null,0.05,0,0,7,0,1,1,3,2
 [C8 SQ SJ S9 S8 HA HQ H9 H8 H7]    ,[DK DT],Null,0.2,2,1,2,1,1,1,0,0
 [C9 C8 SK SQ ST S7 HQ HJ H8 H7]    ,[C7 DA],Null,0.5,3,1,2,0,0,2,0,0
 [CA CQ C9 C7 SK SJ S8 H7 DK DT]    ,[HK H8],Null,0.05,1,0,7,0,2,3,0,2
 [C9 C7 S9 H8 H7 DA DJ DT D9 D7]    ,[SK SJ],Null,0.55,3,0,1,0,0,1,0,0
 [CT S8 S7 HA HK HJ HT H7 D8 D7]    ,[CK SK],Null,0.1,2,0,2,0,1,0,1,0
 [CJ CT ST S8 HK HJ HT H7 DT D7]    ,[C9 SK],Null,0.1,0,0,6,0,2,2,1,1
 [C7 SA SQ SJ S8 S7 HK H7 DT D7]    ,[CA CK],Null,0.05,2,0,2,0,0,0,1,1
 [CQ CT SK ST S7 H7 DQ DT D8 D7]    ,[CJ H9],Null,0.1,2,0,4,0,2,2,0,0
 [CK C8 C7 S8 S7 H9 H7 DJ DT D7]    ,[ST HA],Null,0.25,2,0,2,0,1,0,0,1
 [HK H9 H8 H7 DA DK DQ D9 D8 D7]    ,[C7 HA],Null,1.0,4,2,0,0,0,0,0,0
 [CT C8 S9 HA HK HT H9 H7 DT D9]    ,[SQ HJ],Null,0.35,1,0,5,0,2,1,0,2
 [CT C7 SJ S9 S8 HJ H9 H8 H7 D7]    ,[SK DK],Null,0.35,2,0,2,0,1,1,0,0
 [S9 HA HK H9 H8 H7 DA DJ D9 D7]    ,[CT S8],Null,1.0,2,1,2,0,0,1,0,1
 [CQ CT C8 SK SQ HJ H9 H8 H7 DQ]    ,[S7 D8],Null,0.05,1,0,6,0,3,2,0,1
 [CQ CT C8 S9 H8 DA DJ DT D9 D7]    ,[HQ HT],Null,0.2,1,0,5,1,3,1,1,0
 [C9 C7 SJ S9 S8 H9 H7 DJ D9 D8]    ,[CK DA],Null,0.1,2,0,2,0,0,1,0,1
 [CK CQ CT C7 S9 H8 DA DT D9 D7]    ,[SK SJ],Null,0.1,0,0,5,1,2,1,1,1
 [C8 S8 HQ HJ H9 H8 DK DJ D9 D8]    ,[CK SA],Null,0.2,0,0,4,2,1,1,1,1
 [CQ CT C7 SJ S8 HJ HT H9 H8 H7]    ,[SK SQ],Null,0.15,2,1,4,0,2,2,0,0
 [CQ C9 SJ S9 S8 S7 HK HT H7 D7]    ,[CT HJ],Null,0.15,2,0,4,0,2,0,2,0
 [C8 C7 SQ SJ S9 S8 S7 HJ HT H7]    ,[DK D9],Null,0.5,3,1,1,0,0,0,1,0
 [CK CJ CT C8 HQ HJ HT H8 H7 D7]    ,[C9 S9],Null,0.55,3,1,1,0,1,0,0,0
 [CQ CJ C8 C7 S9 S8 DA DK D9 D8]    ,[HQ HT],Null,0.3,2,1,4,0,0,1,0,3
 [CQ CT C9 S8 S7 HK H7 DK DJ D7]    ,[SK H9],Null,0.05,1,0,6,0,3,0,1,2
 [CT C8 SQ ST S8 S7 HK H8 DQ D7]    ,[CK HQ],Null,0.05,1,0,5,0,2,0,2,1
 [CQ C8 C7 HT H9 DA DK DT D8 D7]    ,[SJ ST],Null,0.2,2,1,3,0,1,0,2,0
 [CK CT C8 C7 SJ ST S9 S8 S7 H7]    ,[HQ HJ],Null,1.0,4,1,0,0,0,0,0,0
 [C8 SK SQ S9 S7 HT H9 H7 DJ D8]    ,[CJ DQ],Null,0.2,1,0,4,1,1,1,0,2
 [CT C9 S8 HA HK HT H9 H7 DQ D8]    ,[SQ DJ],Null,0.1,1,0,5,1,2,1,0,2
 [C9 C8 C7 SQ SJ S9 S8 HQ H9 H8]    ,[SA DJ],Null,0.05,2,1,3,0,0,1,2,0
 [CQ C7 SK SQ S9 HK HJ HT H8 H7]    ,[CK SJ],Null,0.05,2,1,4,0,1,3,0,0
 [C9 C8 SK S9 HQ H8 DQ D9 D8 D7]    ,[CA ST],Null,0.05,1,0,5,0,1,2,2,0
 [CK CJ C8 C7 SQ ST DA DQ DT D7]    ,[HA HQ],Null,0.05,2,1,5,0,0,2,0,3
 [CK CJ SK ST S8 HT H7 DQ D9 D7]    ,[CA CT],Null,0.05,0,0,7,0,2,3,1,1
 [CA CQ C9 C8 H8 H7 DQ DT D8 D7]    ,[SQ ST],Null,0.1,3,1,3,0,3,0,0,0
 [CK CT C9 C8 C7 SQ ST S8 S7 H8]    ,[HA HT],Null,0.95,3,1,1,1,0,0,1,0
 [C9 SK ST S9 HQ H8 H7 DK DT D9]    ,[C8 SA],Null,0.05,0,0,8,0,1,3,1,3
 [CK CJ C9 C7 SQ ST S9 S7 D9 D8]    ,[HQ HT],Null,0.6,3,1,1,0,0,0,0,1
 [CA CQ CT C9 C7 S9 S7 HQ H8 D8]    ,[HK DA],Null,0.1,2,0,3,1,0,0,2,1
 [C7 SK ST S8 S7 HJ H9 H8 DJ D8]    ,[CQ HK],Null,0.25,2,0,3,0,0,0,1,2
 [SJ S7 HA HT H9 H7 DK DJ D8 D7]    ,[CK SQ],Null,0.5,2,1,2,0,0,1,1,0
 [CJ C9 C7 S9 S7 HK HJ H8 H7 D9]    ,[SK DQ],Null,0.25,3,0,1,0,0,0,0,1
 [C8 S7 HK HQ HT H9 DK DT D8 D7]    ,[CA CT],Null,0.05,2,0,4,1,1,0,3,0
 [CT C9 C7 ST DA DK DQ DJ D9 D7]    ,[SK HA],Null,0.15,3,1,1,0,0,1,0,0
 [CQ CT SQ ST S8 H9 H7 DK D9 D8]    ,[CK DJ],Null,0.05,1,0,7,0,2,3,0,2
 [CT C9 S8 HQ HJ H9 H7 DQ DT D9]    ,[SK D8],Null,0.2,1,0,4,1,2,1,0,1
 [CA CQ CT C9 SA SQ S8 S7 HQ H7]    ,[HK DQ],Null,0.05,1,1,7,0,4,2,1,0
 [CT C7 SK ST S9 S7 HJ H8 DQ D8]    ,[CK DA],Null,0.1,1,0,5,0,1,0,2,2
 [CK CJ CT C8 SQ ST HT DQ DT D7]    ,[C9 HJ],Null,0.05,0,0,6,0,1,2,1,2
 [C9 C8 S9 S8 S7 DK DQ DT D8 D7]    ,[CQ HQ],Null,0.55,3,1,1,0,1,0,0,0
 [CT C9 S7 HK H9 H8 H7 DQ D9 D7]    ,[SK SQ],Null,0.35,2,0,3,0,2,0,0,1
 [CK C9 C8 C7 ST S7 HT H8 DJ D7]    ,[H9 DT],Null,0.6,1,0,3,0,0,1,1,1
 [CA CK CJ C8 C7 S9 DJ D9 D8 D7]    ,[HK HQ],Null,0.4,3,1,1,0,0,1,0,0
 [CA CQ CT C9 SQ ST S7 DT D9 D7]    ,[S8 DJ],Null,0.2,3,1,4,0,4,0,0,0
 [C7 SA SQ S8 S7 HT H9 H8 DQ DJ]    ,[CQ H7],Null,0.1,2,0,4,0,0,2,0,2
 [C8 C7 SA SQ S9 S8 S7 HQ H8 D9]    ,[DQ DJ],Null,0.15,2,0,3,0,0,0,2,1
 [C9 C7 SA SQ S8 S7 H7 DQ DT D9]    ,[HT D8],Null,0.45,2,0,3,0,0,2,0,1
 [CA CQ C9 C8 C7 HJ H9 H7 DT D7]    ,[ST DQ],Null,0.7,3,1,1,0,0,0,0,1
 [CT C9 SK SQ ST S9 HA H8 D9 D7]    ,[C7 DQ],Null,0.05,1,0,6,0,1,3,2,0
 [S8 HK HQ HJ H8 H7 DK DT D9 D7]    ,[CA CQ],Null,1.0,3,1,1,1,0,1,0,0
 [CQ C9 C8 C7 SK SQ SJ S8 DQ DT]    ,[HK H8],Null,0.05,2,1,5,0,0,3,0,2
 [SK SJ S8 H9 H8 DK DQ DT D9 D8]    ,[CQ H7],Null,0.1,2,1,4,0,0,3,0,1
 [CT C9 C8 ST S9 HK HQ H8 H7 D9]    ,[C7 DQ],Null,0.25,1,0,4,0,0,2,1,1
 [CQ CT C9 C7 HA HK HT H8 DT D8]    ,[SQ ST],Null,0.05,2,1,6,0,0,0,4,2
 [C8 S9 HA HQ HJ H9 H8 DA D8 D7]    ,[CK DQ],Null,0.2,0,0,4,1,1,1,1,1
 [S8 HA H9 H8 H7 DA DK DQ D8 D7]    ,[C7 SA],Null,0.8,1,1,3,1,0,1,1,1
 [SA SQ S8 S7 HK H9 H8 H7 D9 D8]    ,[CT DJ],Null,0.35,2,1,3,0,0,2,0,1
 [CT C8 HQ HJ HT H8 DA DQ D9 D7]    ,[CQ CJ],Null,0.3,1,1,6,0,2,0,2,2
 [CJ C9 C8 C7 ST S7 HK HJ H8 D7]    ,[H9 DK],Null,0.35,2,0,4,0,0,1,3,0
 [CK CT SK SQ S9 S7 HA HQ HT H7]    ,[DK DJ],Null,0.05,1,1,6,0,2,1,3,0
 [SQ S7 HK HT H9 H8 DK DQ DJ D8]    ,[CT HQ],Null,0.05,1,1,5,0,0,1,1,3
 [CQ CT C7 SJ S7 HQ HT H8 H7 DT]    ,[DA DQ],Null,0.1,1,0,4,0,2,1,0,1
 [C9 C7 ST S9 HK HJ H9 H8 D8 D7]    ,[HQ DA],Null,0.15,2,0,3,0,0,2,1,0
 [CJ C7 SQ ST S9 S7 HJ H8 H7 D8]    ,[CQ CT],Null,0.7,2,0,2,1,1,0,0,1
 [CQ CT SA ST S8 S7 HJ H7 DQ DJ]    ,[H9 D9],Null,0.1,0,0,6,0,2,1,1,2
 [CK CQ CJ C9 C8 C7 ST S8 H9 DT]    ,[DK DQ],Null,0.15,1,0,4,0,0,2,1,1
 [CT C7 H9 H8 H7 DA DK DJ D9 D7]    ,[SK SQ],Null,0.75,3,1,1,0,1,0,0,0
 [C9 C7 SK ST S9 S8 S7 HT H8 H7]    ,[CK DK],Null,1.0,4,1,0,0,0,0,0,0
 [C7 SQ S9 S7 HJ H8 DK DQ D9 D7]    ,[CK HA],Null,0.15,1,0,4,0,0,1,2,1
 [ST S8 S7 HQ H9 H7 DA DQ D9 D8]    ,[CJ C8],Null,0.1,2,1,4,0,0,0,1,3
 [CJ C8 ST HK H9 H8 H7 DT D9 D7]    ,[SA SQ],Null,0.15,2,0,3,0,2,1,0,0
 [C8 ST S9 HK H7 DA DK DQ D9 D7]    ,[CA SQ],Null,0.05,0,0,5,1,1,2,1,1
 [CQ CT SQ S9 S8 HQ H9 H7 DJ D8]    ,[C8 DT],Null,0.1,0,0,7,0,2,2,1,2
 [S8 S7 HJ HT H8 H7 DA DJ DT D8]    ,[SK S9],Null,0.45,3,1,3,0,0,0,0,3
 [CQ C9 C8 SJ ST S9 S8 DQ DJ D9]    ,[SQ HK],Null,0.05,1,1,6,0,2,1,0,3
 [C7 SQ ST S9 HK HJ H9 H7 DJ D8]    ,[CQ DA],Null,0.1,2,0,5,0,0,3,0,2
 [C9 C8 C7 SK S8 H8 DA DQ D9 D8]    ,[SQ SJ],Null,0.05,1,0,6,1,0,2,1,3
 [CA CQ CJ C8 C7 SQ S9 S7 HQ H7]    ,[HK DJ],Null,0.15,2,1,2,0,0,1,1,0
 [C7 SA SK SQ SJ S9 S7 HJ H9 H7]    ,[DQ D9],Null,1.0,4,1,0,0,0,0,0,0
 [CT SA SJ S9 S8 HQ H7 DA DQ D9]    ,[S7 DK],Null,0.05,1,0,5,0,1,0,1,3
 [CJ C9 C7 S7 HK HJ HT H8 H7 D7]    ,[SK SJ],Null,1.0,4,0,0,0,0,0,0,0
 [C7 ST S9 S8 HK HJ H8 DK DQ DJ]    ,[CT DA],Null,0.05,1,0,7,0,0,1,3,3
 [S8 S7 HT H7 DK DQ DJ DT D9 D8]    ,[CJ C9],Null,0.55,2,1,2,0,0,0,1,1
 [C8 SK SJ ST S9 S8 HQ H7 DT D8]    ,[HK HJ],Null,0.15,0,0,5,1,1,1,1,2
 [C8 S8 S7 H7 DK DJ DT D9 D8 D7]    ,[CJ HA],Null,1.0,3,0,1,1,1,0,0,0
 [CJ CT C9 C8 C7 S9 HQ H7 DJ D8]    ,[SQ DT],Null,0.15,1,0,4,0,0,1,1,2
 [CQ CJ C8 C7 HK HQ HT H9 H7 D9]    ,[SA DQ],Null,0.55,3,1,1,0,0,0,0,1
 [CQ C9 C7 S8 HQ HJ H8 H7 DQ DT]    ,[SJ DJ],Null,0.05,1,0,4,1,1,1,0,2
 [CQ CJ CT C8 S7 HK HJ HT H7 D7]    ,[SK DQ],Null,0.25,2,0,3,0,2,0,1,0
 [SJ S7 HA HT H9 H7 DK DT D9 D7]    ,[SQ ST],Null,0.8,2,1,2,0,0,1,1,0
 [C8 SQ ST S8 HJ H9 H8 DQ DJ D7]    ,[CQ SA],Null,0.05,0,0,7,1,1,3,1,2
 [C7 S7 HA HK HQ HT H8 H7 DJ D7]    ,[SK DQ],Null,0.55,3,0,1,0,0,0,0,1
 [CK CT C9 C7 ST S8 S7 HJ H9 D9]    ,[DK D8],Null,0.25,2,0,3,0,0,0,2,1
 [CQ CT C9 C7 SK ST S8 S7 DJ D7]    ,[HQ DT],Null,0.8,3,1,1,0,0,0,0,1
 [C7 SJ S9 S8 S7 HK HQ HJ H7 D7]    ,[CA CK],Null,0.05,3,0,2,0,0,0,2,0
 [SK S8 S7 HA HQ HJ HT H7 DJ D8]    ,[CK CQ],Null,0.05,1,1,4,0,0,1,1,2
 [CJ C7 S9 S8 S7 HK H9 H8 DK D9]    ,[CA C9],Null,0.1,1,0,5,0,1,0,2,2
 [C7 SA SQ SJ S9 HA HT H9 DT D8]    ,[CT HQ],Null,0.05,1,0,9,0,0,4,3,2
 [C9 SA ST S9 S8 HJ H9 H7 D9 D8]    ,[HQ DT],Null,0.15,1,0,4,0,1,2,0,1
 [CK CT C7 SK ST S9 HJ HT H8 DQ]    ,[HK DJ],Null,0.05,0,0,8,0,2,3,2,1
 [CT C7 ST HT H7 DA DK DT D9 D7]    ,[CK SQ],Null,0.3,1,0,3,0,1,1,1,0
 [CQ CT ST S9 HQ HT H8 H7 DK DJ]    ,[SJ DT],Null,0.05,1,0,6,0,2,2,0,2
 [CT C9 SK ST S9 HQ HT H9 H7 D9]    ,[CJ DQ],Null,0.05,1,0,6,0,2,3,0,1
 [C8 SJ S8 S7 HT H9 DA DQ D8 D7]    ,[CA C9],Null,0.2,1,0,5,1,1,0,2,2
 [CT C8 HK HJ H8 H7 DK DJ DT D8]    ,[SQ S7],Null,0.2,2,1,4,0,2,0,0,2
 [C9 S8 S7 HJ H8 H7 DK DQ D8 D7]    ,[CT C8],Null,0.65,2,0,2,0,1,0,0,1
 [C7 ST HA HQ H9 H7 DA DK DT D9]    ,[S9 HJ],Null,0.05,2,0,5,0,0,1,0,4
 [CK CQ CT C9 C8 C7 S9 H9 H8 D8]    ,[SK DQ],Null,0.35,1,0,3,1,0,1,1,1
 [SJ ST S8 S7 HK H9 DJ DT D9 D8]    ,[CK C8],Null,0.05,2,1,3,0,0,0,2,1
 [CT C7 SK SQ ST S7 DA DQ D9 D7]    ,[SJ HT],Null,0.45,1,1,4,0,1,1,0,2
 [C9 C8 S7 HQ HT H9 H7 D9 D8 D7]    ,[CA SQ],Null,0.45,3,0,1,0,1,0,0,0
 [C9 C8 C7 S9 S7 HQ H7 DK DT D9]    ,[SJ HK],Null,0.05,2,0,4,0,0,0,1,3
 [C9 C8 SQ ST S8 S7 DK DJ D9 D7]    ,[CQ HJ],Null,0.5,3,1,1,0,1,0,0,0
 [CK C9 C8 C7 S9 HJ H8 DA DQ D9]    ,[H9 DT],Null,0.1,1,0,6,0,0,1,2,3
 [CA CJ C9 C7 S8 H8 DK DQ D8 D7]    ,[SQ HQ],Null,0.7,0,0,4,2,1,1,1,1
 [C7 SQ ST S7 HK H7 DA DQ DT D7]    ,[CA SK],Null,0.1,1,0,6,0,0,2,1,3
 [CQ C8 SJ ST S9 S7 HT H7 D9 D8]    ,[C9 HK],Null,0.35,1,0,4,0,2,0,1,1
 [CQ C8 C7 SA SK ST S8 H8 DT D8]    ,[S9 HJ],Null,0.25,0,0,6,1,1,2,1,2
 [C7 SA SK S9 S8 H8 DQ DJ D9 D7]    ,[C8 HQ],Null,0.15,2,0,4,1,0,3,1,0
 [CQ SA ST S9 S8 H9 H7 DQ DJ D9]    ,[C8 H8],Null,0.05,1,0,6,0,1,2,0,3
 [C7 SA S9 S8 S7 HQ H9 H8 H7 DT]    ,[DK DJ],Null,0.2,2,0,2,0,0,1,0,1
 [SA SK S8 S7 HA HK HJ H8 DT D7]    ,[CQ CT],Null,0.15,1,1,7,0,0,2,4,1
 [CK CJ C9 C7 S8 HT H8 DA D9 D8]    ,[SA DK],Null,0.2,1,0,5,1,0,1,2,2
 [CA CQ C9 S8 HQ H9 H7 DT D9 D7]    ,[CT SK],Null,0.05,1,0,5,1,3,1,1,0
 [CA CK CQ C9 C8 SJ ST H9 DJ DT]    ,[S7 HK],Null,0.05,0,0,7,0,2,2,1,2
 [CK CQ C9 C8 C7 SA ST S9 HK D8]    ,[H9 DK],Null,0.05,1,0,5,1,0,3,1,1
 [C7 SA S9 S8 S7 HA HK H8 H7 D7]    ,[CJ D9],Null,0.55,2,0,3,0,0,1,2,0
 [CQ C8 ST S8 HA HK HT H9 H7 D7]    ,[CK DQ],Null,0.1,2,0,4,0,2,2,0,0
 [CK CJ C7 SQ S9 H9 H8 H7 DT D7]    ,[HQ DA],Null,0.1,1,0,5,0,2,2,0,1
 [CA CK CJ C8 C7 ST S9 S7 H9 D8]    ,[HA DK],Null,0.45,2,0,2,1,0,0,1,1
 [CT C7 SA SK SQ S8 S7 HJ H9 D7]    ,[HA DK],Null,0.15,1,0,4,0,1,1,2,0
 [CT SQ SJ S9 S8 HJ H9 H7 D8 D7]    ,[CQ DJ],Null,0.2,2,0,2,0,1,1,0,0
 [CK CQ CJ CT C9 C7 ST DQ D9 D7]    ,[SQ HK],Null,0.25,2,1,2,0,0,1,0,1
 [C8 ST S9 S8 HA HQ HT H9 H7 D8]    ,[CT C9],Null,0.4,1,0,3,2,1,1,0,1
 [CK CT C9 SA SQ ST S7 HT H8 D7]    ,[DA DQ],Null,0.05,1,0,8,0,3,3,2,0
 [CT SQ S9 S8 HA HT H8 DK DQ D8]    ,[SA H9],Null,0.05,0,0,8,0,1,2,2,3
 [CA CQ C8 SJ ST S9 DK DQ DT D8]    ,[CT HT],Null,0.05,1,1,8,0,3,2,0,3
 [CT C8 C7 S9 HQ HJ H9 DQ DJ D7]    ,[SK DK],Null,0.05,1,0,6,0,0,1,3,2
 [C8 HA HK HQ HT H8 DK DQ D8 D7]    ,[SK S8],Null,0.05,1,1,5,1,1,0,3,1
 [CK C8 C7 ST S8 S7 DA DQ DT D9]    ,[S9 H9],Null,0.1,2,1,5,0,1,0,0,4
 [CQ C8 C7 S7 H8 H7 DK DQ DT D8]    ,[CA SA],Null,0.25,2,0,4,0,1,0,0,3
 [CQ CT C9 C7 S9 S8 S7 HT H9 H7]    ,[DQ DT],Null,1.0,4,1,0,0,0,0,0,0
 [CK CQ C9 C7 ST S7 DQ DJ D9 D8]    ,[HJ H9],Null,0.35,1,1,3,0,1,1,0,1
 [CJ C8 SQ ST S7 HQ H7 D9 D8 D7]    ,[CA SK],Null,0.05,1,0,5,0,2,2,1,0
 [CQ CT C7 S7 HJ H9 DA DQ D8 D7]    ,[SK HA],Null,0.1,1,0,6,0,2,0,2,2
 [CT C9 SK S9 S8 S7 HQ H9 H8 H7]    ,[CA DQ],Null,0.25,3,1,2,0,2,0,0,0
 [CT C8 C7 SK SQ S8 S7 H8 H7 D8]    ,[CA D9],Null,0.85,2,0,2,1,0,1,0,1
 [SK SQ S8 S7 H8 DK DQ D9 D8 D7]    ,[CQ CT],Null,0.7,2,1,2,1,0,1,1,0
 [CK CJ C9 C7 SK SQ ST S7 H9 H7]    ,[SJ DT],Null,0.65,3,1,1,0,0,1,0,0
 [CT C8 ST S8 H9 H8 DA DT D8 D7]    ,[CQ HQ],Null,0.35,0,0,6,0,2,2,1,1
 [CQ C8 C7 SQ ST S8 HK H9 DT D9]    ,[C9 DA],Null,0.05,1,0,7,0,0,3,2,2
 [CA C9 C8 C7 ST S9 HT H9 DT D7]    ,[SK H8],Null,0.15,0,0,5,0,1,2,1,1
 [C9 SQ ST S7 HK HJ H9 H8 H7 DT]    ,[CT DQ],Null,0.1,1,0,4,0,1,2,0,1
 [CA CQ CJ C9 C7 HK HJ H9 H8 D8]    ,[SK ST],Null,0.3,2,1,2,1,0,0,1,1
 [SK SQ S9 S8 S7 H9 H8 H7 DQ D8]    ,[CA CK],Null,0.05,3,1,2,0,0,0,0,2
 [CA CK CQ CT C8 C7 S7 DJ D8 D7]    ,[SK HK],Null,1.0,4,1,0,0,0,0,0,0
 [CA C9 C8 SJ S9 S7 H7 DT D9 D8]    ,[CQ HQ],Null,0.05,2,0,3,0,2,0,0,1
 [C9 C8 C7 S9 S7 H8 DK DJ D9 D7]    ,[CT SA],Null,1.0,3,0,1,1,0,0,1,0
 [CA CQ CT C7 SQ SJ S9 S8 H9 H8]    ,[DA DQ],Null,0.2,1,1,5,0,3,1,1,0
