Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,BlankTens,MaxSuitLen,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[CK ST SQ HK HQ H9 H8 H7 D9 D7],-,1,0,1,0,0,5,0,0,[C8 HA],11,0.0000,[CK ST SQ HK HQ H9 H8 H7 D9 D7],,-,-,-,-,-,-,-
[CA C9 C8 SA ST SQ S9 HT HQ D7],-,3,1,2,1,0,4,0,0,[DJ DT],12,0.0000,[CA C9 C8 SA ST SQ S9 HT HQ D7],,-,-,-,-,-,-,-
[CJ HJ C9 C7 SK S9 HK HQ H9 DK],CH,4,0,0,0,0,3,0,0,[CT D9],10,0.0000,[CJ HJ C9 C7 SK S9 HK HQ H9 DK],,-,-,-,-,-,-,-
[SJ HJ CA CT C7 ST H9 DT DK D9],SH,5,0,2,0,1,3,1,0,[CK D8],4,0.1000,[SJ HJ CA CT C7 ST H9 DT DK D9],,-,-,-,-,-,-,-
[CQ C8 C7 SA ST SK SQ S8 S7 H9],-,3,1,1,1,0,6,1,0,[DJ H8],2,0.0000,[CQ C8 C7 SA ST SK SQ S8 S7 H9],,-,-,-,-,-,-,-
[ST SK S7 HT HK H8 DA DQ D9 D7],-,0,1,2,0,0,4,2,0,[S8 DT],10,0.0000,[ST SK S7 HT HK H8 DA DQ D9 D7],,-,-,-,-,-,-,-
[CA CT CK C7 SA SQ S8 HA H7 DQ],-,4,2,0,0,0,4,0,0,[HJ SK],6,0.0000,[CA CT CK C7 SA SQ S8 HA H7 DQ],,-,-,-,-,-,-,-
[CJ SJ DJ CA CT CK CQ C9 ST HT],CSD,8,0,2,0,2,5,0,0,[SA S9],11,0.7500,[CJ SJ DJ CA CT CK CQ C9 ST HT],,-,-,-,-,-,-,-
[CJ SJ HJ CA CT C9 C8 HA HK D7],CSH,7,1,0,0,0,4,0,0,[H8 DA],11,1.0000,[CJ SJ HJ CA CT C9 C8 HA HK D7],,-,-,-,-,-,-,-
[CJ DJ CT CK S9 HT HQ H7 DA DT],CD,4,1,2,1,0,3,0,0,[S8 H8],0,0.0000,[CJ DJ CT CK S9 HT HQ H7 DA DT],,-,-,-,-,-,-,-
[CA CT C8 C7 SA ST SK HA H7 DQ],-,4,2,1,1,0,4,0,0,[CK HQ],7,0.0000,[CA CT C8 C7 SA ST SK HA H7 DQ],,-,-,-,-,-,-,-
[C8 C7 SK S9 S8 HA H7 DA DK D9],-,2,2,0,0,0,3,0,0,[H9 DT],10,0.0000,[C8 C7 SK S9 S8 HA H7 DA DK D9],,-,-,-,-,-,-,-
[HJ CT SK SQ S8 H9 DA DT DQ D9],H,2,1,1,1,0,4,0,0,[CQ HK],7,0.0000,[HJ CT SK SQ S8 H9 DA DT DQ D9],,-,-,-,-,-,-,-
[DJ C8 C7 SK S7 HA H8 DT DQ D9],D,3,1,1,0,0,3,0,0,[CA HT],21,0.0000,[DJ C8 C7 SK S7 HA H8 DT DQ D9],,-,-,-,-,-,-,-
[HJ CT CQ C9 SK HA HT DA DT D9],H,4,2,2,2,0,3,0,0,[S8 DQ],3,0.1000,[HJ CT CQ C9 SK HA HT DA DT D9],,-,-,-,-,-,-,-
[CJ SJ CT C9 C7 ST SQ HT HK H8],CS,5,0,2,0,0,3,1,0,[DJ D7],2,0.1000,[CJ SJ CT C9 C7 ST SQ HT HK H8],,-,-,-,-,-,-,-
[DJ CA CK SA SK S8 HQ DT DQ D9],D,3,1,1,0,0,3,0,0,[C7 HA],11,0.0000,[DJ CA CK SA SK S8 HQ DT DQ D9],,-,-,-,-,-,-,-
[CJ DJ CA ST SQ S9 HA H9 DA D8],CD,3,2,1,0,0,3,0,0,[CQ DT],13,0.0000,[CJ DJ CA ST SQ S9 HA H9 DA D8],,-,-,-,-,-,-,-
[CJ DJ CK SA S9 HK H8 DT DK D7],CD,3,1,1,0,0,3,1,0,[S8 D9],0,0.0000,[CJ DJ CK SA S9 HK H8 DT DK D7],,-,-,-,-,-,-,-
[SJ HJ DJ C7 SQ HA HQ DK DQ D8],SHD,4,1,0,0,0,3,0,0,[HK DT],14,0.0000,[SJ HJ DJ C7 SQ HA HQ DK DQ D8],,-,-,-,-,-,-,-
[HJ DJ CK CQ C8 SA S7 HA HK DA],HD,5,3,0,0,0,3,0,0,[H8 H7],0,0.4000,[HJ DJ CK CQ C8 SA S7 HA HK DA],,-,-,-,-,-,-,-
[DJ SK SQ S9 HA HT H8 DA DK D9],D,1,2,1,1,0,3,0,0,[HJ H9],2,0.0000,[DJ SK SQ S9 HA HT H8 DA DK D9],,-,-,-,-,-,-,-
[CJ SJ CQ C9 ST SQ HK H9 DA DT],CS,4,1,2,1,0,2,0,0,[S8 H8],0,0.0000,[CJ SJ CQ C9 ST SQ HK H9 DA DT],,-,-,-,-,-,-,-
[CJ HJ CK C7 S8 HT HK HQ DA D7],CH,4,1,1,0,0,3,0,0,[DJ DT],12,0.0000,[CJ HJ CK C7 S8 HT HK HQ DA D7],,-,-,-,-,-,-,-
[CJ SJ CA CK CQ SA S8 HK DQ D8],CS,5,1,0,0,0,3,0,0,[C8 SQ],3,0.0000,[CJ SJ CA CK CQ SA S8 HK DQ D8],,-,-,-,-,-,-,-
[CJ HJ CA SK S9 S7 H8 DA DT D9],CH,3,1,1,1,0,3,0,0,[DQ D7],3,0.0000,[CJ HJ CA SK S9 S7 H8 DA DT D9],,-,-,-,-,-,-,-
[SJ HJ C8 SA SQ S9 HK HQ DT D9],SH,3,1,1,0,0,3,0,0,[H9 DK],4,0.0000,[SJ HJ C8 SA SQ S9 HK HQ DT D9],,-,-,-,-,-,-,-
[HJ CK SK S7 HT HK HQ DQ D8 D7],H,2,0,1,0,0,3,0,0,[SJ C8],2,0.0000,[HJ CK SK S7 HT HK HQ DQ D8 D7],,-,-,-,-,-,-,-
[CA CT C9 C8 SQ HT H9 H8 H7 DQ],-,4,0,1,0,0,4,0,0,[CJ CQ],5,0.0000,[CA CT C9 C8 SQ HT H9 H8 H7 DQ],,-,-,-,-,-,-,-
[CJ CT C9 C7 S9 S7 H8 DA DK DQ],C,4,1,0,0,0,3,0,0,[HT H9],10,0.0000,[CJ CT C9 C7 S9 S7 H8 DA DK DQ],,-,-,-,-,-,-,-
[CJ DJ CA CT CK C7 SQ H7 DT D8],CD,6,0,1,0,0,4,0,0,[HJ HQ],5,0.0000,[CJ DJ CA CT CK C7 SQ H7 DT D8],,-,-,-,-,-,-,-
[CJ SJ HJ CQ S8 S7 HT DA D9 D7],CSH,4,1,1,0,1,3,0,0,[DJ S9],2,0.0000,[CJ SJ HJ CQ S8 S7 HT DA D9 D7],,-,-,-,-,-,-,-
[SJ DJ CT CQ C7 ST S8 DT DK D8],SD,5,0,2,0,0,3,1,0,[HQ D9],3,0.0000,[SJ DJ CT CQ C7 ST S8 DT DK D8],,-,-,-,-,-,-,-
[CJ SJ DJ CT C9 C7 H8 H7 DA D8],CSD,6,1,0,0,0,3,0,0,[HT D7],10,0.7000,[CJ SJ DJ CT C9 C7 H8 H7 DA D8],,-,-,-,-,-,-,-
[SJ CT CQ C7 ST HQ H7 DT DQ D8],S,4,0,2,0,1,3,0,0,[DJ HT],12,0.0000,[SJ CT CQ C7 ST HQ H7 DT DQ D8],,-,-,-,-,-,-,-
[CA CT CK C7 S9 H9 H8 H7 DT DQ],-,4,0,1,0,0,4,0,0,[HQ DA],14,0.0000,[CA CT CK C7 S9 H9 H8 H7 DT DQ],,-,-,-,-,-,-,-
[CJ DJ CQ C8 SA S8 S7 HK DA D8],CD,4,2,0,0,0,3,0,0,[ST DQ],13,0.0000,[CJ DJ CQ C8 SA S8 S7 HK DA D8],,-,-,-,-,-,-,-
[SJ CT CQ C9 S8 H9 H7 DK DQ D9],S,4,0,0,0,0,3,0,0,[S9 DA],11,0.0000,[SJ CT CQ C9 S8 H9 H7 DK DQ D9],,-,-,-,-,-,-,-
[CJ CQ SQ S9 S8 HT HK H8 DA D7],C,2,1,1,0,0,3,1,0,[HJ H7],2,0.0000,[CJ CQ SQ S9 S8 HT HK H8 DA D7],,-,-,-,-,-,-,-
[SJ HJ DJ CA C9 C8 ST S9 HT DT],SHD,6,0,3,0,2,3,0,0,[CT SA],21,0.0000,[SJ HJ DJ CA C9 C8 ST S9 HT DT],,-,-,-,-,-,-,-
[CJ HJ DJ C9 ST HK HQ DA DK D9],CHD,4,1,1,0,1,3,0,0,[CT S7],10,0.0000,[CJ HJ DJ C9 ST HK HQ DA DK D9],,-,-,-,-,-,-,-
[HJ DJ CK C7 S8 HT HQ H9 DK D7],HD,4,0,1,0,0,3,0,0,[HK D8],4,0.0000,[HJ DJ CK C7 S8 HT HQ H9 DK D7],,-,-,-,-,-,-,-
[CJ CK C9 C8 ST HT H8 DK D9 D8],C,4,0,2,0,1,3,0,0,[CA CQ],14,0.0000,[CJ CK C9 C8 ST HT H8 DK D9 D8],,-,-,-,-,-,-,-
[SJ HJ CK CQ C8 SA S9 S7 H9 DT],SH,5,1,1,0,1,3,0,0,[ST HQ],13,0.0000,[SJ HJ CK CQ C8 SA S9 S7 H9 DT],,-,-,-,-,-,-,-
[CJ DJ CT ST S8 HQ H8 H7 DQ D8],CD,3,0,1,0,0,3,0,0,[SK HA],15,0.0000,[CJ DJ CT ST S8 HQ H8 H7 DQ D8],,-,-,-,-,-,-,-
[CT CK CQ ST SK S7 HQ H8 DT D9],-,3,0,2,0,0,3,1,0,[SQ DK],7,0.0000,[CT CK CQ ST SK S7 HQ H8 DT D9],,-,-,-,-,-,-,-
[SJ CK C9 SA SK S8 HK HQ DT DQ],S,3,1,1,0,0,3,0,0,[CA DK],15,0.0000,[SJ CK C9 SA SK S8 HK HQ DT DQ],,-,-,-,-,-,-,-
[SJ HJ CQ C9 S7 HT H7 DA D9 D8],SH,4,1,1,0,0,3,0,0,[HA H8],11,0.0000,[SJ HJ CQ C9 S7 HT H7 DA D9 D8],,-,-,-,-,-,-,-
[DJ CK SK SQ S9 S7 DA DK D9 D7],D,2,1,0,0,0,4,0,0,[SJ C7],2,0.0000,[DJ CK SK SQ S9 S7 DA DK D9 D7],,-,-,-,-,-,-,-
[HJ CA CQ C9 C7 ST S9 H9 H8 D7],H,5,0,1,0,0,4,0,0,[H7 DA],11,0.0000,[HJ CA CQ C9 C7 ST S9 H9 H8 D7],,-,-,-,-,-,-,-
[DJ CK C7 SA SK SQ HT D9 D8 D7],D,3,1,1,0,1,3,0,0,[HJ C9],2,0.0000,[DJ CK C7 SA SK SQ HT D9 D8 D7],,-,-,-,-,-,-,-
[SJ CA C8 C7 S9 HT H8 DA DK D9],S,4,1,1,0,0,3,0,0,[HA DQ],14,0.0000,[SJ CA C8 C7 S9 HT H8 DA DK D9],,-,-,-,-,-,-,-
[SJ HJ S7 HT HQ H8 H7 DA D9 D7],SH,2,1,1,0,0,4,0,0,[C8 SQ],3,0.0000,[SJ HJ S7 HT HQ H8 H7 DA D9 D7],,-,-,-,-,-,-,-
[CJ CA C9 C8 C7 S8 DA DT DK D7],C,5,1,1,1,0,4,1,0,[SA H7],11,0.7000,[CJ CA C9 C8 C7 S8 DA DT DK D7],,-,-,-,-,-,-,-
[CA CK C9 S9 S7 HK H9 DQ D9 D8],-,3,0,0,0,0,3,0,0,[DJ HQ],5,0.0000,[CA CK C9 S9 S7 HK H9 DQ D9 D8],,-,-,-,-,-,-,-
[SJ HJ CK C8 S8 HT H9 DA DT D7],SH,4,1,2,1,0,3,0,0,[C9 HK],4,0.0000,[SJ HJ CK C8 S8 HT H9 DA DT D7],,-,-,-,-,-,-,-
[DJ CA CT CQ ST S9 S8 S7 HQ DT],D,4,0,2,0,1,4,0,0,[DQ D9],3,0.0000,[DJ CA CT CQ ST S9 S8 S7 HQ DT],,-,-,-,-,-,-,-
[CJ SJ DJ CQ S9 S8 HK H9 D9 D7],CSD,4,0,0,0,0,2,0,0,[HT DK],14,0.0000,[CJ SJ DJ CQ S9 S8 HK H9 D9 D7],,-,-,-,-,-,-,-
[CT C8 C7 S9 S7 HT HQ DT DQ D7],-,3,0,2,0,0,3,0,0,[ST HA],21,0.0000,[CT C8 C7 S9 S7 HT HQ DT DQ D7],,-,-,-,-,-,-,-
[CK CQ S9 S8 S7 HT HQ DK DQ D8],-,2,0,1,0,0,3,0,0,[SK HK],8,0.0000,[CK CQ S9 S8 S7 HT HQ DK DQ D8],,-,-,-,-,-,-,-
[CJ SJ ST SQ S8 HT HK H9 H8 DT],CS,2,0,3,0,1,4,1,0,[S7 DQ],3,0.0000,[CJ SJ ST SQ S8 HT HK H9 H8 DT],,-,-,-,-,-,-,-
[CA C8 C7 SK S9 S8 HT HQ H9 DQ],-,3,0,1,0,0,3,0,0,[H7 DA],11,0.0000,[CA C8 C7 SK S9 S8 HT HQ H9 DQ],,-,-,-,-,-,-,-
[CT C9 C7 SA ST SQ S9 HA HK DK],-,3,2,1,1,0,4,0,0,[SK H8],4,0.0000,[CT C9 C7 SA ST SQ S9 HA HK DK],,-,-,-,-,-,-,-
[SJ DJ CK SK S8 HA HK H8 DA D8],SD,3,2,0,0,0,3,0,0,[CT HT],20,0.0000,[SJ DJ CK SK S8 HA HK H8 DA D8],,-,-,-,-,-,-,-
[CA CK CQ SA S9 HA HK HQ H7 D7],-,3,2,0,0,0,4,0,0,[CJ SK],6,0.0000,[CA CK CQ SA S9 HA HK HQ H7 D7],,-,-,-,-,-,-,-
[CJ C8 ST SK S9 H7 DA DQ D8 D7],C,2,1,1,0,0,4,1,0,[C9 HT],10,0.0000,[CJ C8 ST SK S9 H7 DA DQ D8 D7],,-,-,-,-,-,-,-
[CT C8 S7 HA HQ H8 H7 DT D9 D7],-,2,1,1,0,0,4,0,0,[HJ C7],2,0.0000,[CT C8 S7 HA HQ H8 H7 DT D9 D7],,-,-,-,-,-,-,-
[CJ SJ CQ C8 C7 ST S7 HA HK DQ],CS,5,1,1,0,0,3,0,0,[CT SK],14,0.0000,[CJ SJ CQ C8 C7 ST S7 HA HK DQ],,-,-,-,-,-,-,-
[CA CQ C9 C8 C7 SA S8 HA H9 D9],-,5,2,0,0,0,5,0,0,[HJ D8],2,0.0000,[CA CQ C9 C8 C7 SA S8 HA H9 D9],,-,-,-,-,-,-,-
[SJ HJ DJ CQ C7 SK DA DT DK D9],SHD,5,1,1,1,0,4,1,0,[C8 DQ],3,0.6500,[SJ HJ DJ CQ C7 SK DA DT DK D9],,-,-,-,-,-,-,-
[DJ CA C7 ST HA H8 DT D9 D8 D7],D,3,1,2,0,1,4,0,0,[HT DK],14,0.0000,[DJ CA C7 ST HA H8 DT D9 D8 D7],,-,-,-,-,-,-,-
[DJ CA C9 SQ S9 HA HK DT D8 D7],D,3,1,1,0,0,3,0,0,[SA S7],11,0.0000,[DJ CA C9 SQ S9 HA HK DT D8 D7],,-,-,-,-,-,-,-
[CK C9 C8 SA SQ S9 S8 HK DA D9],-,3,2,0,0,0,4,0,0,[SK H7],4,0.0000,[CK C9 C8 SA SQ S9 S8 HK DA D9],,-,-,-,-,-,-,-
[SJ DJ C9 ST HK HQ H9 DA DT D9],SD,3,1,2,1,1,3,0,0,[C8 S9],0,0.0000,[SJ DJ C9 ST HK HQ H9 DA DT D9],,-,-,-,-,-,-,-
[CJ SA ST SQ S9 HA HT HK H8 DQ],C,1,2,2,2,0,4,1,0,[S7 HQ],3,0.0000,[CJ SA ST SQ S9 HA HT HK H8 DQ],,-,-,-,-,-,-,-
[SA SQ S9 HA HT HK H7 DT DK D7],-,0,2,2,1,0,4,2,0,[ST D9],10,0.0000,[SA SQ S9 HA HT HK H7 DT DK D7],,-,-,-,-,-,-,-
[CJ SJ DJ SA HA HT H9 H7 DT D8],CSD,3,2,2,1,0,4,0,0,[CA DA],22,0.0500,[CJ SJ DJ SA HA HT H9 H7 DT D8],,-,-,-,-,-,-,-
[CJ CK C8 C7 SA SK SQ HK DT DQ],C,4,1,1,0,0,3,0,0,[DJ HT],12,0.0000,[CJ CK C8 C7 SA SK SQ HK DT DQ],,-,-,-,-,-,-,-
[HJ CA CK CQ ST SQ HT H9 DQ D9],H,4,0,2,0,0,3,0,0,[H7 D8],0,0.0000,[HJ CA CK CQ ST SQ HT H9 DQ D9],,-,-,-,-,-,-,-
[CJ DJ C9 ST S8 S7 HQ H9 H7 D9],CD,3,0,1,0,0,3,0,0,[SJ SA],13,0.0000,[CJ DJ C9 ST S8 S7 HQ H9 H7 D9],,-,-,-,-,-,-,-
[HJ DJ CA CK CQ S9 H9 DA DT D9],HD,5,1,1,1,0,3,0,0,[CJ CT],12,0.1500,[HJ DJ CA CK CQ S9 H9 DA DT D9],,-,-,-,-,-,-,-
[CJ HJ DJ ST SK S9 HT HK H8 D9],CHD,3,0,2,0,0,3,2,0,[C8 D7],0,0.0000,[CJ HJ DJ ST SK S9 HT HK H8 D9],,-,-,-,-,-,-,-
[SJ CT SQ HA HT HK H9 H7 DK D7],S,2,1,1,1,0,5,1,0,[CK H8],4,0.0000,[SJ CT SQ HA HT HK H9 H7 DK D7],,-,-,-,-,-,-,-
[HJ CK CQ C7 ST SQ S8 HK DA D7],H,4,1,1,0,0,3,0,0,[HQ H9],3,0.0000,[HJ CK CQ C7 ST SQ S8 HK DA D7],,-,-,-,-,-,-,-
[SJ HJ C9 C7 SA SK SQ H8 D9 D7],SH,4,1,0,0,0,3,0,0,[HQ DT],13,0.0000,[SJ HJ C9 C7 SA SK SQ H8 D9 D7],,-,-,-,-,-,-,-
[C8 ST SK SQ S8 H9 H8 H7 DK D9],-,1,0,1,0,0,4,1,0,[CQ HA],14,0.0000,[C8 ST SK SQ S8 H9 H8 H7 DK D9],,-,-,-,-,-,-,-
[CJ SJ C9 C7 ST SK S7 HQ DA D8],CS,4,1,1,0,0,3,1,0,[SA S8],11,0.0000,[CJ SJ C9 C7 ST SK S7 HQ DA D8],,-,-,-,-,-,-,-
[CJ CK C7 SA SK SQ S9 HA HQ DA],C,3,3,0,0,0,4,0,0,[S7 HT],10,0.0000,[CJ CK C7 SA SK SQ S9 HA HQ DA],,-,-,-,-,-,-,-
[HJ C9 C8 SQ HT HQ H9 DA DT D8],H,3,1,2,1,0,3,0,0,[CT DQ],13,0.0000,[HJ C9 C8 SQ HT HQ H9 DA DT D8],,-,-,-,-,-,-,-
[CA CT SA ST SK S8 HT HK HQ DQ],-,2,1,2,1,0,4,1,0,[SQ H8],3,0.0000,[CA CT SA ST SK S8 HT HK HQ DQ],,-,-,-,-,-,-,-
[HJ C8 ST S8 S7 HK H8 H7 DA DQ],H,2,1,1,0,0,3,0,0,[DJ SQ],5,0.0000,[HJ C8 ST S8 S7 HK H8 H7 DA DQ],,-,-,-,-,-,-,-
[HJ CA CT C9 C7 S7 HK DT DK D7],H,5,0,1,0,0,4,1,0,[CQ ST],13,0.0000,[HJ CA CT C9 C7 S7 HK DT DK D7],,-,-,-,-,-,-,-
[CT CK CQ ST SQ S7 HQ H8 DA D7],-,3,1,1,0,0,3,0,0,[CA H7],11,0.0000,[CT CK CQ ST SQ S7 HQ H8 DA D7],,-,-,-,-,-,-,-
[HJ CK CQ C8 SK S7 HA DK D9 D7],H,4,1,0,0,0,3,0,0,[C7 DQ],3,0.0000,[HJ CK CQ C8 SK S7 HA DK D9 D7],,-,-,-,-,-,-,-
[CJ SJ HJ DJ CT CQ S8 HT H7 DQ],CSHD,6,0,1,0,0,2,0,0,[C9 SA],11,0.2000,[CJ SJ HJ DJ CT CQ S8 HT H7 DQ],,-,-,-,-,-,-,-
[CJ CT CQ C9 SQ S9 HA H9 DT DK],C,4,1,1,0,0,3,0,0,[H8 H7],0,0.0000,[CJ CT CQ C9 SQ S9 HA H9 DT DK],,-,-,-,-,-,-,-
[DJ C8 ST SK SQ HA H8 DT D9 D8],D,2,1,2,0,0,3,0,0,[HJ DA],13,0.0000,[DJ C8 ST SK SQ HA H8 DT D9 D8],,-,-,-,-,-,-,-
[CJ SJ CT CQ SQ HK HQ H7 DQ D9],CS,4,0,0,0,0,3,0,0,[S8 DA],11,0.0000,[CJ SJ CT CQ SQ HK HQ H7 DQ D9],,-,-,-,-,-,-,-
[CJ CT C9 HA HQ H9 DA DK D9 D8],C,3,2,0,0,0,4,0,0,[CK S7],4,0.0000,[CJ CT C9 HA HQ H9 DA DK D9 D8],,-,-,-,-,-,-,-
[HJ DJ CQ C8 ST S9 S7 HA DA D8],HD,4,2,1,0,0,3,0,0,[S8 H8],0,0.0000,[HJ DJ CQ C8 ST S9 S7 HA DA D8],,-,-,-,-,-,-,-
[CA CT CK C8 C7 ST H8 DA DK D8],-,5,1,1,0,1,5,0,0,[HJ HT],12,0.0000,[CA CT CK C8 C7 ST H8 DA DK D8],,-,-,-,-,-,-,-
[SJ HJ SK S7 H9 H7 DA DT DK D8],SH,2,1,1,1,0,4,1,0,[CA DQ],14,0.0000,[SJ HJ SK S7 H9 H7 DA DT DK D8],,-,-,-,-,-,-,-
[CA CQ C8 S8 S7 HA HK DA DK D9],-,3,2,0,0,0,3,0,0,[C7 SA],11,0.0000,[CA CQ C8 S8 S7 HA HK DA DK D9],,-,-,-,-,-,-,-
[DJ CA CT CQ ST SQ S8 H8 DA D8],D,4,1,1,0,0,3,0,0,[SJ HJ],4,0.0000,[DJ CA CT CQ ST SQ S8 H8 DA D8],,-,-,-,-,-,-,-
[HJ CT CK C7 S9 S8 S7 HQ DA D7],H,4,1,0,0,0,3,0,0,[ST HK],14,0.0000,[HJ CT CK C7 S9 S8 S7 HQ DA D7],,-,-,-,-,-,-,-
[SJ HJ CK ST SQ S7 HQ H8 D9 D7],SH,3,0,1,0,0,3,0,0,[SA DT],21,0.0000,[SJ HJ CK ST SQ S7 HQ H8 D9 D7],,-,-,-,-,-,-,-
[CJ SJ SK SQ S8 S7 HT HK H9 H7],CS,2,0,1,0,0,4,1,0,[CT C8],10,0.0000,[CJ SJ SK SQ S8 S7 HT HK H9 H7],,-,-,-,-,-,-,-
[SJ DJ CT CQ C8 ST S9 S8 S7 DQ],SD,5,0,1,0,0,4,0,0,[HT D9],10,0.0500,[SJ DJ CT CQ C8 ST S9 S8 S7 DQ],,-,-,-,-,-,-,-
[CJ CQ C8 SA SQ S9 H8 DQ D9 D8],C,3,1,0,0,0,3,0,0,[CA C7],11,0.0000,[CJ CQ C8 SA SQ S9 H8 DQ D9 D8],,-,-,-,-,-,-,-
[HJ CA CT C9 SQ S8 S7 HQ H9 H7],H,4,0,0,0,0,3,0,0,[CJ DQ],5,0.0000,[HJ CA CT C9 SQ S8 S7 HQ H9 H7],,-,-,-,-,-,-,-
[CJ DJ C9 SQ S9 S8 HA H8 H7 D9],CD,3,1,0,0,0,3,0,0,[HQ DA],14,0.0000,[CJ DJ C9 SQ S9 S8 HA H8 H7 D9],,-,-,-,-,-,-,-
[CJ SJ CA CK C9 SA SK DK DQ D8],CS,5,1,0,0,0,3,0,0,[S8 HT],10,0.3000,[CJ SJ CA CK C9 SA SK DK DQ D8],,-,-,-,-,-,-,-
[CT C7 SA ST SQ S9 S7 HQ H7 D7],-,2,1,1,1,0,5,0,0,[SK D9],4,0.0000,[CT C7 SA ST SQ S9 S7 HQ H7 D7],,-,-,-,-,-,-,-
[HJ CK C9 S8 HT H8 DA DT D9 D8],H,3,1,2,1,0,4,0,0,[SK H7],4,0.0000,[HJ CK C9 S8 HT H8 DA DT D9 D8],,-,-,-,-,-,-,-
[CT C9 SA ST SK SQ DT DQ D8 D7],-,2,1,2,1,0,4,0,0,[CJ H9],2,0.0000,[CT C9 SA ST SK SQ DT DQ D8 D7],,-,-,-,-,-,-,-
[SJ DJ CK C9 C8 ST SK DT DQ D9],SD,5,0,2,0,0,3,0,0,[S9 HQ],3,0.0000,[SJ DJ CK C9 C8 ST SK DT DQ D9],,-,-,-,-,-,-,-
[CK C8 C7 SA S8 HK H9 H7 DT D7],-,3,1,1,0,0,3,0,0,[CT DA],21,0.0000,[CK C8 C7 SA S8 HK H9 H7 DT D7],,-,-,-,-,-,-,-
[SJ HJ CQ C9 C8 SK HA DT DQ D9],SH,5,1,1,0,0,3,0,0,[SQ D7],3,0.1000,[SJ HJ CQ C9 C8 SK HA DT DQ D9],,-,-,-,-,-,-,-
[HJ DJ CA CT SA SK SQ HA HQ H9],HD,4,2,0,0,0,3,0,0,[CK D7],4,0.0500,[HJ DJ CA CT SA SK SQ HA HQ H9],,-,-,-,-,-,-,-
[SJ CA CK C8 SK SQ S8 HK D9 D7],S,4,0,0,0,0,3,0,0,[CT ST],20,0.0000,[SJ CA CK C8 SK SQ S8 HK D9 D7],,-,-,-,-,-,-,-
[CJ SK SQ S9 S7 H9 H8 DA DT DK],C,1,1,1,1,0,4,0,0,[C9 HT],10,0.0000,[CJ SK SQ S9 S7 H9 H8 DA DT DK],,-,-,-,-,-,-,-
[CJ HJ SK HK H9 H8 DA DT D9 D8],CH,2,1,1,1,0,4,0,0,[CA CK],15,0.0000,[CJ HJ SK HK H9 H8 DA DT D9 D8],,-,-,-,-,-,-,-
[CJ CA CT C9 SA ST S9 HQ H9 H7],C,4,1,1,1,0,3,0,0,[HA HK],15,0.1500,[CJ CA CT C9 SA ST S9 HQ H9 H7],,-,-,-,-,-,-,-
[DJ CA CK SA S9 S7 HT HK H9 H8],D,3,1,1,0,0,4,1,0,[DK D7],4,0.0000,[DJ CA CK SA S9 S7 HT HK H9 H8],,-,-,-,-,-,-,-
[CJ SJ CA CT CK ST SK S8 HQ D8],CS,5,0,1,0,0,3,1,0,[SA DK],15,0.0500,[CJ SJ CA CT CK ST SK S8 HQ D8],,-,-,-,-,-,-,-
[CA CT C8 SQ H9 H8 H7 DT DK D8],-,3,0,1,0,0,3,1,0,[HJ SK],6,0.0000,[CA CT C8 SQ H9 H8 H7 DT DK D8],,-,-,-,-,-,-,-
[HJ CK C9 SA ST SQ H8 H7 DA DT],H,3,2,2,2,0,3,0,0,[S9 D8],0,0.0000,[HJ CK C9 SA ST SQ H8 H7 DA DT],,-,-,-,-,-,-,-
[HJ DJ C9 C8 C7 ST HK HQ DT DQ],HD,5,0,2,0,1,3,0,0,[D9 D8],0,0.0000,[HJ DJ C9 C8 C7 ST HK HQ DT DQ],,-,-,-,-,-,-,-
[SJ CA CT C8 ST H9 DT DK DQ D8],S,4,0,2,0,1,4,1,0,[C9 H8],0,0.0000,[SJ CA CT C8 ST H9 DT DK DQ D8],,-,-,-,-,-,-,-
[CJ SJ HJ CA C7 SA ST HK H9 DK],CSH,5,1,1,1,0,2,0,0,[DQ D9],3,0.7500,[CJ SJ HJ CA C7 SA ST HK H9 DK],,-,-,-,-,-,-,-
[CJ HJ CK C9 C7 ST S9 HK DA D9],CH,5,1,1,0,0,3,0,0,[SJ CA],13,0.0000,[CJ HJ CK C9 C7 ST S9 HK DA D9],,-,-,-,-,-,-,-
[CQ C8 SA ST S9 HA HK HQ H8 DK],-,2,2,1,1,0,4,0,0,[CJ CK],6,0.0000,[CQ C8 SA ST S9 HA HK HQ H8 DK],,-,-,-,-,-,-,-
[HJ CA CK C8 ST SQ HA HT H8 DK],H,4,1,2,1,0,3,0,0,[HK D8],4,0.0000,[HJ CA CK C8 ST SQ HA HT H8 DK],,-,-,-,-,-,-,-
[SJ HJ CA CK CQ SK HT HK H9 DA],SH,5,1,1,0,0,3,1,0,[H7 DK],4,0.2000,[SJ HJ CA CK CQ SK HT HK H9 DA],,-,-,-,-,-,-,-
[CJ CA CK S9 S7 HT DA DT DQ D7],C,3,1,2,1,1,4,0,0,[CQ HA],14,0.0000,[CJ CA CK S9 S7 HT DA DT DQ D7],,-,-,-,-,-,-,-
