Cards,JacksMask,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,WinProb
[CJ CT C9 SA HT HK HQ H8 DT DK],C,1,2,0,2,1,0.0000
[DJ CA CT C8 SQ S9 S8 H9 H8 DK],D,1,1,0,0,1,0.0000
[CJ DJ C7 S9 S8 S7 HK HQ D8 D7],CD,0,0,0,0,0,0.0000
[DJ CA C8 SA SQ HK H8 H7 D8 D7],D,1,2,0,1,1,0.0000
[CK C9 S9 HQ H9 H8 H7 DA DK D8],-,1,1,0,0,0,0.0000
[HJ CQ C9 C7 SK S8 S7 HT DK D9],H,1,1,1,0,0,0.0000
[CJ CQ C8 C7 ST SQ HA H7 DT DK],C,2,2,1,0,0,0.3200
[SJ DJ CA C8 H9 H8 H7 DA DT DQ],SD,3,1,1,0,0,1.0000
[SJ CA C7 ST SQ S9 HK DQ D9 D7],S,1,2,0,0,0,0.0000
[HJ DJ CT C8 SA SK HT HK H8 DT],HD,2,3,1,1,0,0.4800
[CK C8 C7 SQ S9 HA H9 H8 DA DK],-,2,0,0,0,0,0.0000
[HJ CT C7 ST S9 S7 HK HQ DK D9],H,0,2,0,1,0,0.0000
[HJ C7 SA S9 S8 HQ H9 DT D9 D8],H,1,1,0,0,0,0.0000
[CJ HJ CA CK C9 C7 S9 HA H8 DQ],CH,2,1,0,0,0,0.1900
[CK C9 SA SQ S9 S8 HQ H8 DK D7],-,1,1,1,0,0,0.0000
[SJ CQ SA SK S9 S8 HT H8 DT DK],S,1,2,0,0,1,0.0000
[CJ CA CQ C8 SA ST H9 H8 DA DK],C,3,1,1,0,0,0.3700
[SJ HJ S9 S7 HK H8 DK DQ D9 D8],SH,1,0,0,0,0,0.0000
[CQ SQ S8 S7 HT HK HQ H7 DT DQ],-,0,2,0,1,0,0.0000
[SJ HJ CK C7 SQ S8 S7 HK H8 D8],SH,1,0,0,0,0,0.0000
[CJ SJ CA C9 SA S8 HA HT DK D8],CS,4,1,1,0,0,0.9500
[HJ CQ C9 C7 SA HK H8 H7 DQ D9],H,1,0,0,0,0,0.0000
[CT C9 C8 S7 HT H9 H8 DK DQ D8],-,0,1,0,0,1,0.0000
[CJ HJ DJ CT ST S9 HT H9 DA DK],CHD,2,2,1,0,1,0.7400
[CQ C9 C7 SK HT HK H8 H7 DQ D8],-,1,1,0,1,0,0.0000
[DJ CA CK C9 ST SK HT DA D9 D7],D,1,2,0,0,1,0.0000
[CA CQ C9 C8 SK HK H8 H7 DA DQ],-,1,0,0,0,1,0.0000
[CT C8 ST SK S9 S8 S7 H9 DA DK],-,1,2,1,1,1,0.0000
[DJ CT CK CQ S9 S8 HK HQ H9 DK],D,0,1,0,1,1,0.0000
[CJ CA CQ C7 S7 HT HK H8 H7 DQ],C,0,1,0,1,1,0.0000
[CJ SJ C7 SA S7 HK H7 DT DQ D8],CS,2,2,1,0,0,0.5200
[C8 C7 SA S9 S8 HK H9 DT DK DQ],-,1,1,0,0,1,0.0000
[DJ CA C9 C7 SQ HA HT H8 DA D7],D,3,1,1,0,0,0.1300
[CJ DJ CK C9 SA SQ DT DK D8 D7],CD,1,1,0,1,0,0.2500
[CJ CA CT CK C9 S9 HA H8 DA D8],C,3,1,1,0,0,0.1200
[SJ CA CT C7 S7 HA HT HQ H9 DA],S,3,2,2,0,0,0.0200
[CJ SJ HJ CQ C9 C8 SK HA HK D9],CSH,1,0,0,0,0,0.0000
[SJ HJ CA CK SK SQ H8 D9 D8 D7],SH,2,0,0,0,0,0.0000
[CA CQ ST SK S8 HQ H8 DK DQ D7],-,0,2,0,2,1,0.0000
[DJ CA C8 SA ST HQ H8 DA D8 D7],D,3,1,1,0,0,0.0500
[HJ DJ CQ C8 SQ HT HQ DA DT D9],HD,1,2,1,0,0,0.0000
[SJ DJ CT C7 SA SK HQ H7 DQ D7],SD,2,1,0,0,0,0.0000
[DJ CA CQ C9 C7 S8 H9 DA D8 D7],D,2,0,0,0,0,0.1500
[CA C8 SA SQ S7 HQ H7 DK D9 D8],-,1,0,0,0,1,0.0000
[C7 S9 S8 HT HQ H7 DT DQ D9 D7],-,1,2,1,0,0,0.0000
[CJ CT CQ C8 SA SK SQ S9 DA D7],C,3,2,2,1,0,0.1800
[CJ CA S9 S7 HA HT HQ H9 H8 D8],C,2,1,1,0,0,1.0000
[CJ CQ C9 S9 HA HT HK H8 D9 D7],C,1,1,1,1,1,0.0000
[CJ SJ CK C7 SQ S9 HT HK D9 D8],CS,0,1,0,0,0,0.0000
[CJ HJ C8 C7 ST S8 HT H9 DK D8],CH,0,2,0,0,0,0.0000
[HJ CT C9 SK SQ HA HT DA DQ D7],H,2,2,1,0,0,0.1200
[HJ DJ CK C7 S7 HT HK HQ H9 H7],HD,0,1,0,1,0,0.0000
[CJ CT CQ C8 SQ S8 HK DA DK DQ],C,1,1,0,1,1,0.0000
[CJ SQ S7 HT H9 H8 DT DK D9 D7],C,0,2,0,1,0,0.0000
[HJ C7 S9 S8 HA H7 DA DT DK D7],H,2,1,1,1,0,0.4900
[CT C8 C7 SA ST HT H9 DA DK D9],-,2,2,1,0,1,0.0000
[SJ CA CK SQ HA HT H9 DK DQ D9],S,2,1,1,0,0,0.5400
[CJ DJ C7 S9 S8 S7 HT HQ DT D7],CD,0,2,0,0,0,0.0000
[DJ CA C9 SA S9 S7 HA H9 H7 DQ],D,3,1,1,0,0,0.0400
[HJ CT C9 S8 HA HQ H7 DA D8 D7],H,2,0,0,0,1,0.0000
[CJ HJ CA CK C8 SQ S9 HA H8 D7],CH,2,1,1,0,0,0.5600
[CJ SJ CA CK ST S8 HA HT HQ DK],CS,2,2,1,0,0,0.8600
[CJ HJ CA CQ C8 S7 HT H8 H7 DT],CH,2,1,0,0,1,0.0800
[CJ HJ DJ CK C7 SA SK HT HK HQ],CHD,1,1,0,0,0,0.4600
[CJ SJ C7 SA S7 HA HK H9 DA DQ],CS,3,0,0,0,0,0.8100
[CJ DJ CA C9 C7 SA S8 HA HT HK],CD,3,1,1,0,0,1.0000
[CA C9 C7 SA ST S7 HT DA DQ D9],-,3,2,1,0,1,0.0800
[HJ DJ C9 C8 SK S7 H9 H7 DQ D9],HD,1,1,1,1,0,0.0000
[CT C9 C7 ST SK SQ S8 H9 H8 DQ],-,0,2,0,1,1,0.0000
[CJ CQ C7 ST SK HA HT H9 H8 DA],C,2,2,1,1,0,0.0000
[HJ CT CK C9 S8 HK DA DK DQ D8],H,1,0,0,0,1,0.0000
[CJ SJ C7 S8 HA HQ H8 H7 D9 D7],CS,1,0,0,0,0,0.0000
[CA C9 SK S8 HK HQ H7 DQ D8 D7],-,0,1,0,0,1,0.0000
[DJ C9 ST SK SQ HT H9 DA D9 D8],D,1,2,0,1,0,0.1300
[CA CT CQ S9 S7 HK H8 DK D9 D8],-,1,0,0,0,2,0.0000
[SJ C8 SQ S7 HQ H8 H7 DA DT D8],S,1,1,1,0,0,0.0000
[CJ CA CT CK CQ C8 S9 H8 DA DQ],C,3,1,1,0,0,0.0600
[SJ CK CQ C9 C8 S9 HT DQ D9 D8],S,0,2,0,0,0,0.0000
[DJ CA CK ST S8 H7 DT D9 D8 D7],D,0,2,0,0,1,0.0000
[CT CK C9 S8 HA DA DK DQ D8 D7],-,2,1,1,0,1,0.0000
[HJ CT C9 C7 ST S8 S7 HK H8 D7],H,0,2,0,0,0,0.0000
[SJ HJ DJ CA CQ C7 S9 HA H9 D9],SHD,2,0,0,0,0,0.9100
[DJ CA C8 S9 S8 S7 HT DA D9 D7],D,1,1,0,0,1,0.0000
[C9 C7 SQ S9 S8 S7 HK H7 DT D8],-,0,1,0,1,0,0.0000
[CJ SJ DJ C9 SA S8 H9 DA DK D9],CSD,2,2,2,1,0,1.0000
[CQ C9 C8 ST SK HA H9 H8 DQ D7],-,1,1,0,1,0,0.0000
[CJ HJ CA CQ C7 HK H9 H8 DK D8],CH,1,2,1,1,0,0.1300
[CA SK HT H9 H8 H7 DA DT DK D8],-,2,3,2,1,1,0.0100
[SJ CT CQ C9 ST S9 S8 S7 HA H9],S,1,1,0,0,1,0.0000
[CA CT CK S8 S7 HA DA DK D8 D7],-,3,1,1,0,0,0.0000
[CJ HJ DJ CK SQ S7 HA H9 DT D9],CHD,1,1,0,0,0,0.0000
[CJ HJ DJ CK C9 S9 S8 DQ D9 D8],CHD,0,0,0,0,0,0.0000
[CJ C8 SK SQ S7 H8 H7 DA DK D9],C,1,0,0,0,0,0.0000
[HJ DJ CA CK C9 C8 HK H7 DA D7],HD,2,1,0,1,0,0.1400
[HJ DJ CA CT CK C9 S9 S7 HK D9],HD,1,1,1,1,0,0.0000
[HJ DJ CA CT CK C8 C7 S8 DT D7],HD,1,2,1,1,0,0.4700
[CT CK S9 S8 HT HQ H7 DA DK D7],-,1,2,0,0,1,0.0000
[CJ SJ CQ C7 SA SK SQ HQ DT D9],CS,1,1,0,0,0,0.0000
[SJ HJ CT S8 HA HK HQ H9 DT DQ],SH,1,2,0,0,0,0.0000
[HJ C7 SA ST HA HK HQ H7 DA DK],H,3,1,1,0,0,0.0700
[CJ SJ CK CQ C7 S8 HA HK DK DQ],CS,1,0,0,0,0,0.0000
[CJ CA CT CK SQ S9 H9 H8 DK D8],C,0,2,0,1,1,0.0000
[CJ SJ HJ CK CQ SA HT H7 DK DQ],CSH,1,1,0,0,0,0.0000
[CJ CT CQ S9 S8 S7 HT HK D8 D7],C,1,1,0,0,1,0.0000
[C9 ST S9 HK HQ H8 DQ D9 D8 D7],-,0,0,0,0,1,0.0000
[SJ DJ C8 ST S9 S8 HA H8 H7 DT],SD,1,3,1,0,0,0.0000
[CJ DJ CT SA SK HT HK H8 DT D8],CD,1,2,0,1,1,0.0000
[SJ CT CK C7 SK SQ S8 H8 H7 D7],S,0,2,0,1,0,0.0000
[HJ CQ C9 SA SK S8 H8 H7 DA DT],H,2,1,1,0,0,0.0000
[HJ DJ SA SK S8 S7 HK DQ D9 D7],HD,1,1,1,1,0,1.0000
[CA C8 SA ST SK S7 H9 H8 DQ D7],-,2,1,1,1,1,0.0000
[DJ CA CQ SA ST S9 S8 HK H8 DK],D,1,1,1,0,1,0.0000
[SJ HJ CT C7 ST HK H8 DT DQ D8],SH,0,3,0,0,0,0.0000
[CJ SJ CA CQ C8 SQ HT DT DQ D9],CS,1,2,0,0,0,0.0000
[CJ CA CT CK CQ C8 SK SQ HA HK],C,2,2,2,0,0,1.0000
[SJ CQ C9 S8 HK H9 H7 DT DK D8],S,0,1,0,1,0,0.0000
[SJ CQ C9 C8 ST HQ H9 DK DQ D9],S,0,1,0,0,0,0.0000
[DJ CQ C8 C7 SA S8 S7 DA DK DQ],D,2,1,0,0,0,0.0000
[DJ CK CQ SA ST HA HT H8 DT DK],D,2,3,2,0,0,0.0000
[CJ SJ HJ CA CK SK S8 HA HK D7],CSH,2,0,0,0,0,0.1000
[SJ HJ CA SQ H9 H8 H7 DK D9 D7],SH,1,0,0,0,0,0.0000
[CQ C9 C8 S8 HA HT H9 DA D9 D8],-,2,1,1,0,0,0.0000
[CJ CA C7 ST HA HQ DA DT D8 D7],C,3,3,2,0,0,0.6900
[CA CQ ST SQ HA HT HK H9 H8 DA],-,2,2,1,1,1,0.0000
[CJ SJ ST S8 S7 HQ H8 H7 DA D8],CS,1,1,0,1,0,0.7700
[CJ CK C8 C7 S8 HK HQ H9 DQ D7],C,0,0,0,0,0,0.0000
[SJ CA CT CQ SK SQ HQ H8 DA DQ],S,1,2,0,0,1,0.0000
[CJ DJ SK SQ S7 HA HK H8 DQ D8],CD,2,1,1,1,0,0.5900
[SJ HJ DJ CA CQ SA S7 HK DA D9],SHD,3,1,0,0,0,0.9100
[SJ HJ DJ CQ SA ST DK D9 D8 D7],SHD,3,1,1,0,0,0.9400
[SJ CT SQ S9 S8 HQ DQ D9 D8 D7],S,0,1,0,0,1,0.0000
[CA CT CK C9 C8 C7 SA HQ DT D9],-,1,2,0,1,1,0.0000
[CJ DJ C9 SA SQ HQ H9 DT DQ D7],CD,2,2,0,0,0,0.0200
[HJ CK SK SQ S8 HQ H9 H7 DQ D7],H,1,0,0,0,0,0.0000
[SJ SQ S9 HA HT HK HQ H8 DK D7],S,1,2,1,1,0,0.0000
[CT CK C9 C8 SK SQ DA DQ D9 D7],-,1,0,0,0,1,0.0000
[CJ CA CT CQ C8 SA SQ H9 DT DK],C,1,2,0,1,1,0.0000
[SJ CA CQ SA SK S7 HA HQ H7 D7],S,3,0,0,0,0,0.0000
[CK C8 SK S9 S7 HQ H8 D9 D8 D7],-,0,0,0,0,1,0.0000
[CJ CK C8 C7 SA SQ S9 S7 HQ H7],C,1,1,1,0,0,0.4200
[SJ C7 SK S9 HA HQ H7 DA DK D9],S,2,1,0,1,0,0.0000
[HJ C9 C8 C7 SA ST S7 HT DK D8],H,1,2,1,1,0,0.0000
[SJ CK CQ ST HT HK HQ H8 H7 D8],S,0,2,0,1,0,0.0000
[HJ CK CQ S9 H9 H8 DT DK DQ D9],H,1,1,0,1,0,0.0000
[HJ CK SK S8 S7 HT H9 DA DQ D7],H,1,3,1,1,0,0.0000
[SJ HJ C9 ST SK SQ HT H7 DT D8],SH,0,3,0,0,0,0.0000
[HJ CQ C9 SA ST S8 DA DT DK D7],H,2,2,2,1,0,0.0000
[HJ DJ CT SA ST HT H8 DA D9 D7],HD,2,2,1,1,1,0.7600
[CJ HJ CT CQ C9 C8 SK HQ DT D9],CH,1,2,1,0,0,0.2300
[CJ HJ DJ CK HT H8 H7 DT DK D9],CHD,1,2,0,0,0,0.6800
[HJ CT CK C7 SA S9 S8 HQ H8 DA],H,2,2,1,1,0,0.7600
[SJ CT C9 C8 SA SK HA HK DK D9],S,2,0,0,0,1,0.0000
[CJ CQ SK S9 S8 HQ H8 DA DT DK],C,1,1,1,0,1,0.0000
[SJ CQ C7 SA ST HA HK H8 D9 D8],S,2,1,1,0,0,0.1000
[SJ HJ CK CQ SA S8 HA HK DQ D9],SH,2,1,0,0,0,0.0000
[SJ C9 S8 H9 H8 H7 DA DK D9 D7],S,1,0,0,0,0,0.0000
[CJ SJ HJ SA S7 HA HK HQ H7 D8],CSH,2,0,0,0,0,0.9700
[CK ST SK S8 HA HT HK H8 H7 D7],-,1,2,1,2,0,0.0000
[CA C8 C7 SA S8 S7 HQ H9 DQ D7],-,3,0,0,0,0,0.0000
[HJ C8 C7 SA S7 HK HQ H9 DK DQ],H,1,0,0,0,0,0.0000
[SJ HJ CQ C8 SA HA HT DA DK D7],SH,3,2,2,1,0,1.0000
[C9 C8 SK S9 H9 H8 DA DT D8 D7],-,1,1,1,0,0,0.0000
[CA CK S9 S7 HK HQ H7 DA DT D7],-,1,2,1,1,1,0.0000
[CJ SJ CA CQ C9 ST SK SQ H9 H8],CS,1,1,0,0,0,0.4500
[CJ SJ DJ ST HA H9 H7 DQ D9 D7],CSD,2,1,0,0,0,0.6800
[CJ SJ CQ S7 HK H8 DT DK DQ D8],CS,0,1,0,1,0,0.0000
[CJ SJ CT CQ SA ST HK H8 H7 D8],CS,1,2,1,0,0,0.0000
[SJ CT C8 SK SQ HT H9 DQ D9 D7],S,0,1,0,0,1,0.0000
[CJ C8 SQ S8 HA HQ H9 H7 DT DQ],C,2,1,1,0,0,0.0000
[CJ CA C9 SQ S8 HQ H7 DA DT D7],C,2,2,1,0,0,0.4000
[C9 ST SK S9 HT HK H7 DK D8 D7],-,0,1,0,1,1,0.0000
[CJ HJ CA SK HA HQ H9 H7 DQ D7],CH,2,0,0,0,0,1.0000
[DJ CT C8 SK S7 HA HT HK DA D9],D,2,1,1,1,1,0.0000
[CJ DJ CA CK HA H9 H7 DA D9 D8],CD,3,0,0,0,0,0.4600
[CJ CA CQ C7 ST SQ HA HT H7 DT],C,2,3,1,0,0,0.0600
[HJ CK C9 ST S8 S7 HK H9 D9 D7],H,1,1,1,0,0,0.0000
[CJ CA CQ C8 SA ST S8 HA HK H9],C,3,1,1,0,0,0.9300
[SJ HJ CK C7 SQ S9 HQ DK DQ D8],SH,0,0,0,0,0,0.0000
[CJ CA CT CQ C7 S8 HK DK D9 D7],C,0,1,0,0,1,0.0000
[SJ HJ C7 SA SK SQ HT H9 H8 D7],SH,1,1,0,0,0,0.0000
[CJ DJ CT ST S9 HT H9 H8 DK D8],CD,0,3,0,0,0,0.0000
[CJ SJ C8 SA SK SQ S9 S8 H9 H7],CS,1,1,0,1,1,1.0000
[CJ HJ CT CQ C9 C8 C7 ST DA DT],CH,1,2,1,0,1,0.2500
[CT CK C9 C7 SA ST S9 S8 DQ D7],-,1,1,1,0,1,0.0000
[CA CT C7 SA SK SQ S9 HA DK D7],-,3,1,1,0,0,0.0000
[SJ CA SK SQ S8 S7 HK H7 DA DT],S,3,1,1,0,0,0.9700
[HJ CA CK C7 HA HK HQ H7 DK D7],H,3,0,0,0,0,0.0300
[HJ CQ C8 SA S8 H9 H7 DK D9 D8],H,3,0,0,0,0,0.0000
[CJ SJ DJ HK HQ H9 DT DK DQ D7],CSD,0,1,0,1,0,0.0200
[CA CT C9 C7 S8 HT H9 DT DK DQ],-,0,3,0,0,1,0.0000
[CJ CQ C9 C8 ST S9 S8 HA HQ DK],C,1,1,0,0,0,0.0000
[CJ CT CK S8 HK HQ H9 DA DT D9],C,2,2,1,0,0,0.0000
[SJ HJ CK C9 HA HK H7 DT DK D9],SH,1,1,0,1,0,0.0000
[HJ CT C8 C7 ST SQ S7 HA HT DA],H,2,3,1,1,0,0.0000
[HJ CK C9 SK HK H7 DA DQ D9 D8],H,1,0,0,0,1,0.0000
[DJ CA CT C7 SA S8 HA HQ H9 D8],D,3,1,1,0,0,0.0600
[CT C8 ST S9 H8 DA DQ D9 D8 D7],-,1,2,0,0,1,0.0000
[SJ HJ CK C9 SA SK S7 HT DA DQ],SH,3,0,0,0,1,0.2700
[DJ CK C8 S9 HK HQ H8 DA DT D8],D,1,2,1,0,0,0.0000
[DJ CT CK CQ SQ HQ H9 H7 DQ D7],D,0,1,0,0,1,0.0000
[HJ SK S8 S7 HA HQ H9 DA DT DK],H,2,1,1,0,0,0.0000
[CJ SJ DJ CT CK SA SK S8 DA DK],CSD,2,1,0,1,0,0.8100
[C9 C7 ST SK SQ S9 HT HQ H9 DQ],-,0,2,0,1,1,0.0000
[DJ CT CQ C7 SK S9 HA DA DK D9],D,2,1,0,0,0,0.0300
[CJ HJ CK CQ C8 HQ H8 DA DT D9],CH,1,1,1,0,0,0.2800
[CA C9 C7 SA ST S9 S8 HK H8 H7],-,2,1,0,0,1,0.0000
[CT CK SQ S8 HQ H8 H7 DT DK D7],-,0,1,0,1,1,0.0000
[CJ DJ CK CQ S9 HQ H7 DT DK D9],CD,1,1,0,1,0,0.0100
[SJ HJ DJ C9 S9 S8 HT HK H9 D8],SHD,0,1,0,1,0,0.0000
[CJ SJ HJ SQ S9 S7 HK H8 DT DK],CSH,0,1,0,1,0,0.0000
[SJ DJ CK C9 C8 ST SK SQ S9 D7],SD,0,2,0,2,0,0.0000
[SJ CA CK C8 ST SK S9 S8 DK D9],S,1,1,0,1,0,0.0000
[SJ CQ C9 C8 SQ S8 H7 DT D9 D7],S,0,1,0,0,0,0.0000
[SJ CT C7 SA SK SQ HK H9 H7 D7],S,1,1,0,0,0,0.0000
[CJ CK CQ C9 SA S7 H7 DA DQ D7],C,2,1,0,0,0,0.0000
[HJ CA CK CQ SA ST HA H7 D9 D8],H,3,1,1,0,0,0.0200
[CJ HJ DJ CT C8 S9 S8 S7 DA D7],CHD,1,1,0,0,0,0.0400
[CJ C9 C8 ST SK S9 HK HQ DA D7],C,3,1,1,1,0,0.1900
[SJ DJ CT SK S7 HT HK H7 DA DT],SD,1,3,1,1,0,0.0000
[CT C9 C8 S8 S7 HT H7 DK D9 D7],-,0,1,0,0,1,0.0000
[HJ CK SA ST S9 HK H8 DK D8 D7],H,1,1,1,0,0,0.0000
[CT C7 SA HT HQ H9 H8 DT DQ D8],-,1,2,0,0,1,0.0000
[SJ CQ C8 S7 HK HQ H9 H8 DT D8],S,1,1,1,0,0,0.0000
[HJ DJ CK CQ ST DA DT DQ D9 D7],HD,1,2,1,0,0,0.0000
[CJ CK SQ S9 HT HQ DK DQ D9 D7],C,1,1,0,0,0,0.0000
[HJ C8 SK HA H8 H7 DT DK D8 D7],H,1,1,0,1,0,0.0000
[DJ CK C9 SK S8 HA HT HQ H7 D9],D,1,2,1,1,0,0.0000
[CJ C7 S8 HA HK HQ H7 DT D9 D8],C,1,1,0,0,0,0.0400
[SJ HJ CT CQ C7 ST HQ H9 H8 DA],SH,1,2,0,1,0,0.0000
[CJ CK C9 ST S8 S7 HK HQ H7 DK],C,0,1,0,0,0,0.0000
[CJ HJ DJ CT SA ST SQ HT HK H7],CHD,2,3,1,1,0,0.9700
[HJ CK C7 ST SK SQ HQ H9 H8 DA],H,1,1,0,0,0,0.0000
[HJ CT CQ S8 S7 HA H7 DK D9 D7],H,1,0,0,0,1,0.0000
[SJ CT CQ SA S9 S7 HT HK H7 D9],S,2,1,1,1,1,0.0000
[SJ HJ CA CK ST SK HA DA DK DQ],SH,4,0,0,0,1,0.9500
[C9 SA ST SQ S8 HT H8 H7 D9 D7],-,1,2,1,0,1,0.0000
[CJ SJ SK S8 HA HQ DA DT D9 D8],CS,2,1,1,0,1,1.0000
[SJ HJ CA C9 S9 HT HQ H9 DA DQ],SH,3,1,1,0,0,0.9000
[CJ C9 SA S9 S8 HT HK H9 H8 D8],C,2,1,0,1,0,0.0000
[CK C7 SA ST S8 S7 HA HT DK D7],-,2,2,2,0,0,0.0000
[CJ SA ST SK S7 H9 H7 DA DT D7],C,2,2,2,0,0,0.9700
[CJ DJ CT C8 SA SK S7 HQ H8 DK],CD,1,1,0,0,0,0.0000
[CJ CT C7 SK S7 HA HT H7 DK DQ],C,1,1,1,0,1,0.0000
[HJ CK CQ SA S8 HA HK DK DQ D9],H,2,0,0,0,0,0.0000
[CK C9 ST SK S7 HA HT H7 DT D9],-,1,3,1,1,0,0.0000
[HJ CA C7 SA ST HT HK H8 DA DT],H,3,3,2,0,0,0.7100
[DJ C8 C7 S9 S8 HT HQ H9 DQ D8],D,0,1,0,0,1,0.0000
[CJ HJ CT C9 ST SK HA H9 H8 DK],CH,2,2,1,0,0,0.7100
[HJ CT CK CQ C7 ST S8 HA HK H9],H,1,3,1,2,0,0.0000
[C8 C7 SA HA HQ H9 H8 DA DK D8],-,3,0,0,0,0,0.0000
[C9 C8 C7 SA ST HA HQ H9 DA DK],-,3,1,1,0,0,0.0700
[C9 C8 ST S9 H9 H8 DA DT D8 D7],-,1,2,1,0,0,0.0000
[SJ HJ CT CK SA SQ S9 HA HT HQ],SH,2,2,1,0,1,0.4000
[CA CQ C9 C8 C7 S7 HT H9 DA D9],-,1,2,1,0,1,0.0000
[HJ CQ C7 SK SQ S9 HA HT H8 D8],H,3,1,1,0,0,0.1300
[DJ CA CT SA ST S9 HA HT HQ DQ],D,3,4,3,0,0,0.9400
[SJ CA C8 SK S7 HT HK H8 D9 D7],S,1,1,0,1,0,0.0000
[SJ DJ CA CQ SA S7 DA DK DQ D8],SD,3,0,0,0,0,0.4900
[HJ CK SA ST HA H9 H7 DA DT D9],H,3,3,2,1,0,0.7200
[CJ HJ CK C9 SA S7 HA HQ H7 D9],CH,2,0,0,0,0,0.1800
[SJ CA CK C8 ST HT H8 H7 DK D7],S,0,2,0,0,1,0.0000
[CJ SJ CA CT S9 HT H9 DA DT D8],CS,2,3,2,0,0,0.9200
[CJ SJ DJ CQ S9 HT HQ DT DQ D9],CSD,0,3,0,0,0,0.0000
[HJ DJ CT CK CQ SA ST SQ S9 S7],HD,1,2,1,0,0,0.0000
[SJ CA CK CQ SK SQ S8 H8 H7 DA],S,1,1,0,0,1,0.0000
[CJ DJ CK C8 S7 H9 H8 H7 D9 D8],CD,0,1,0,0,0,0.0000
[HJ CK C8 SQ S7 HT HQ DT D9 D8],H,1,2,0,0,0,0.0000
[C8 C7 SK HA HT H9 H8 H7 D9 D7],-,1,2,1,0,1,0.0000
[CJ SJ HJ ST SK S9 HK H7 DA DQ],CSH,2,1,1,1,0,1.0000
[CJ SJ HJ DJ SA S9 S8 S7 H7 D7],CSHD,1,0,0,0,0,0.7200
[HJ DJ CA CT C9 C8 SA HA DA DK],HD,3,2,1,1,1,1.0000
[CJ CQ C9 C8 HA DA DT DQ D8 D7],C,3,1,1,0,0,1.0000
[CJ CA C8 SA S9 HK HQ H7 DT DK],C,2,1,0,0,0,0.1000
[HJ CK CQ C7 SQ S8 S7 HA H7 DT],H,1,1,0,0,1,0.0000
[CA CT C7 S8 HA HT HK HQ H7 D7],-,3,1,1,0,1,0.0100
[HJ CT C7 SA ST S8 S7 H7 DA D8],H,2,1,1,0,1,0.0000
[CJ DJ C9 C8 HA HK HQ DT D8 D7],CD,1,1,0,0,0,0.0000
[CJ CK CQ HA HT H9 DA DT DK D9],C,2,2,2,1,0,0.0400
[CA CT CK CQ C9 SA S9 HK DA D9],-,2,1,0,1,1,0.0000
[SJ CA C8 C7 SK S7 HT H9 H7 D9],S,0,1,0,0,1,0.0000
[CJ DJ CQ C7 SA SK S8 HA HK D8],CD,2,0,0,0,0,0.1900
[CJ SJ DJ CT C7 ST SQ HT HK D9],CSD,0,3,0,0,0,0.0000
[C9 SQ S7 HT HK HQ DA DT DK DQ],-,1,2,1,1,1,0.0000
[DJ C8 SK HA HT HQ H9 DK DQ D8],D,1,1,1,0,0,0.0000
[CJ SJ CK C9 S7 HQ H8 DA DT DQ],CS,2,1,1,0,0,0.3800
[CJ DJ CA CQ C7 SK SQ H8 DK D9],CD,1,0,0,0,0,0.0000
[CT CK SA S7 H9 DA DT DK DQ D7],-,2,1,1,1,1,0.0000
[HJ DJ CQ SA SQ S9 HQ DT DK D7],HD,1,2,0,1,0,0.0000
[CJ SJ C9 S9 HK HQ H9 H7 DK D7],CS,0,0,0,0,0,0.0000
[SJ DJ C8 C7 SK SQ HA H7 DA D8],SD,2,0,0,0,0,0.0000
[CT CK C8 SQ S9 S8 HT H8 H7 DK],-,0,1,0,0,1,0.0000
[SJ CA CK C7 SA S9 S8 HK HQ DT],S,1,1,0,0,1,0.0000
[SJ DJ CA CQ SQ HT HQ H9 DA D8],SD,2,2,0,0,0,0.0200
[CJ HJ DJ CA CK C8 SQ HK H8 DA],CHD,2,1,0,0,0,0.5300
[C8 SA SQ S8 S7 HA HQ DA DT D9],-,3,2,2,0,0,0.0600
[CJ SJ DJ SA ST SK S9 S8 DA DQ],CSD,3,1,1,1,0,1.0000
[DJ C8 S9 S8 S7 HK DA DT D8 D7],D,1,1,1,0,0,0.0000
[CJ CA CT C8 HT HK HQ H9 DT DQ],C,3,3,2,0,0,0.7100
[CA C8 ST SK HT H9 DA DQ D9 D7],-,1,2,0,0,1,0.0000
[CJ SJ CT S8 HK H8 H7 DA D8 D7],CS,1,1,0,0,0,0.0000
[SJ DJ CA CQ SQ H8 H7 DA D8 D7],SD,2,0,0,0,0,0.0000
[SJ ST S9 HT HQ H7 DT D9 D8 D7],S,0,2,0,1,1,0.0000
[CA CT SA SQ S9 HT DT DQ D9 D7],-,1,2,0,0,2,0.0000
[CJ HJ CK SA SQ S9 S8 HA H7 D9],CH,2,1,1,0,0,0.5300
[DJ SA SQ S9 HT DT DK DQ D9 D7],D,3,1,1,0,1,0.0000
[CT ST S9 HK HQ H9 H8 DT DQ D9],-,0,2,0,1,2,0.0000
[HJ DJ CA CT CQ SA SK HA HQ H7],HD,4,1,1,0,0,0.9700
[HJ CT C8 SK SQ S7 HT DT DK DQ],H,0,3,0,1,1,0.0000
[CJ HJ DJ CA CK C9 C7 H8 DK D8],CHD,1,0,0,0,0,0.9800
[CJ CA C9 C7 S8 HT H8 DQ D8 D7],C,0,1,0,0,1,0.0000
